feature,importance
Energy supply per capita (Gigajoules)_99.6/99.0,0.0002825655825524727
International migrant stock (000/% of total pop)_398.9/2.6,0.0002823850633192648
Education: Primary gross enrol ratio (f/m per 100 pop)_94.1/100.0,0.00028228646419453223
Threatened species (number)_53.1,0.00028196604635839193
Education: Tertiary gross enrol ratio (f/m per 100 pop)_60.9/65.7,0.0002816339549413737
"Pop using improved drinking water (urban/rural, %)_40.8/23.3",0.00028144158399775755
Energy supply per capita (Gigajoules)_93.6/68.9,0.00028118878368325824
Threatened species (number)_19.8,0.0002810809157599006
Energy supply per capita (Gigajoules)_95.1/95.1,0.00028045620789215217
Infant mortality rate (per 1000 live births_7.4,0.0002798449409833854
Education: Secondary gross enrol ratio (f/m per 100 pop)_39.2/49.5,0.0002793548801948546
Infant mortality rate (per 1000 live births_42.9,0.0002780847170952409
Threatened species (number)_7.6,0.00027738293073855834
Threatened species (number)_~0.0,0.00027722465149517016
Energy supply per capita (Gigajoules)_92.6/84.0,0.00027696599651835216
Refugees and others of concern to UNHCR (in thousands)_0.2,0.00027674413737063266
Infant mortality rate (per 1000 live births_3.9,0.0002760721122012348
Education: Tertiary gross enrol ratio (f/m per 100 pop)_47.8/39.2,0.00027572315317424907
Threatened species (number)_41.3,0.0002746623915150542
"Pop using improved drinking water (urban/rural, %)_98.7/100.0",0.00027449041676369887
International migrant stock (000/% of total pop)_53.9/15.0,0.00027366878167340945
Education: Primary gross enrol ratio (f/m per 100 pop)_98.5/98.5,0.0002730098128215688
Education: Secondary gross enrol ratio (f/m per 100 pop)_103.4/105.5,0.0002726412561349655
Infant mortality rate (per 1000 live births_9.0,0.00027252289673445967
"Pop using improved drinking water (urban/rural, %)_96.2/98.3",0.0002721569171481697
Refugees and others of concern to UNHCR (in thousands)_0.4,0.00027119817627202085
Education: Secondary gross enrol ratio (f/m per 100 pop)_17.2/24.2,0.0002711542075901362
Education: Primary gross enrol ratio (f/m per 100 pop)_89.0/90.5,0.00027063820501683057
Agricultural production index (2004-2006=100)_163,0.00027028920166348837
"Pop using improved drinking water (urban/rural, %)_86.2/75.7",0.00027021708214533703
Education: Secondary gross enrol ratio (f/m per 100 pop)_103.4/109.5,0.00027008340820452954
Agricultural production index (2004-2006=100)_145,0.00026861344727571393
International trade: Exports (million US$)_140,0.000267807270346763
Energy supply per capita (Gigajoules)_98.4/86.8,0.0002671361077733654
International trade: Exports (million US$)_4742,0.0002669359405169641
Education: Primary gross enrol ratio (f/m per 100 pop)_109.5/113.3,0.000266540909325218
International migrant stock (000/% of total pop)_8095.1/88.4,0.00026650231216887084
Agricultural production index (2004-2006=100)_133,0.00026645240435941545
"Pop using improved drinking water (urban/rural, %)_96.2/96.2",0.00026635603587418127
International migrant stock (000/% of total pop)_15.4/2.0,0.0002654076835474173
Threatened species (number)_0.5,0.0002645193863926112
International trade: Exports (million US$)_2832,0.0002641821708929857
"Pop using improved drinking water (urban/rural, %)_77.5/49.3",0.0002623931892692096
Infant mortality rate (per 1000 live births_12.0,0.0002619172072189136
Education: Primary gross enrol ratio (f/m per 100 pop)_115.1/102.8,0.00026149955687702214
Education: Tertiary gross enrol ratio (f/m per 100 pop)_60.9/46.6,0.00026140804629806854
International migrant stock (000/% of total pop)_46.8/8.6,0.00026127198973837485
International migrant stock (000/% of total pop)_469.4/2.6,0.0002610861229482006
International migrant stock (000/% of total pop)_619.4/1.6,0.0002610260407944568
Threatened species (number)_3.0,0.0002608506540559774
International migrant stock (000/% of total pop)_113.8/2.5,0.00026038117753744716
Education: Primary gross enrol ratio (f/m per 100 pop)_99.5/106.8,0.00025937851337535367
Education: Primary gross enrol ratio (f/m per 100 pop)_99.4/99.2,0.00025913500078819754
International trade: Exports (million US$)_7321,0.00025889547989965206
International trade: Exports (million US$)_1920,0.00025854348737931174
Education: Primary gross enrol ratio (f/m per 100 pop)_97.3/102.2,0.0002584083620020429
"Population age distribution (0-14 / 60+ years, %)_29.4/9.4",0.0002570867638246927
International trade: Exports (million US$)_365,0.00025685534228127397
International migrant stock (000/% of total pop)_328.8/0.1,0.00025649510468691054
International trade: Exports (million US$)_899,0.0002564503290226642
Education: Tertiary gross enrol ratio (f/m per 100 pop)_41.7/31.7,0.0002563766106602558
Refugees and others of concern to UNHCR (in thousands)_0.6,0.0002559561381590986
Energy supply per capita (Gigajoules)_94.2/84.4,0.00025571414564158553
Education: Secondary gross enrol ratio (f/m per 100 pop)_52.0/50.6,0.000255287806351023
Education: Tertiary gross enrol ratio (f/m per 100 pop)_43.3/26.2,0.0002549389006493789
International migrant stock (000/% of total pop)_449.6/4.6,0.00025448127870834403
"Population age distribution (0-14 / 60+ years, %)_21.1/19.5",0.0002544627577993832
"Pop using improved drinking water (urban/rural, %)_97.2/82.8",0.0002541971350511192
"Population age distribution (0-14 / 60+ years, %)_27.4/10.7",0.00025391028119070395
International migrant stock (000/% of total pop)_168.8/4.2,0.00025389974201629165
"Population age distribution (0-14 / 60+ years, %)_26.8/9.4",0.0002538110410370966
"Population age distribution (0-14 / 60+ years, %)_38.5/5.3",0.00025372444245647384
Energy supply per capita (Gigajoules)_99.8/98.3,0.00025353270888030683
Threatened species (number)_15.1,0.0002533122776388672
International trade: Exports (million US$)_2225,0.0002531080489496231
International migrant stock (000/% of total pop)_142.9/3.5,0.0002530982104077532
"Pop using improved drinking water (urban/rural, %)_57.5/13.8",0.00025305280074356485
"Pop using improved drinking water (urban/rural, %)_87.9/82.0",0.0002524574353722082
Refugees and others of concern to UNHCR (in thousands)_58.2,0.0002523598888218954
Education: Primary gross enrol ratio (f/m per 100 pop)_109.1/108.8,0.0002519921336936471
Refugees and others of concern to UNHCR (in thousands)_1392.1,0.00025128733370367363
International migrant stock (000/% of total pop)_90.9/0.3,0.0002509450659452766
"Population age distribution (0-14 / 60+ years, %)_19.8/20.8",0.0002508058317558829
Refugees and others of concern to UNHCR (in thousands)_0.5,0.000250796863261735
Refugees and others of concern to UNHCR (in thousands)_45.7,0.0002506119868029096
International migrant stock (000/% of total pop)_7.4/13.4,0.00025020151714623504
Threatened species (number)_18.7,0.0002497605826819126
Education: Primary gross enrol ratio (f/m per 100 pop)_109.8/110.2,0.00024964987023202913
Education: Tertiary gross enrol ratio (f/m per 100 pop)_8.0/9.8,0.000249385197746863
Education: Tertiary gross enrol ratio (f/m per 100 pop)_46.5/31.2,0.00024937972485534826
Agricultural production index (2004-2006=100)_101,0.00024922887433334145
Infant mortality rate (per 1000 live births_22.8,0.00024912134510776543
Energy supply per capita (Gigajoules)_96.4/89.8,0.00024845009970814825
Education: Primary gross enrol ratio (f/m per 100 pop)_99.8/103.8,0.0002480574222642659
International trade: Exports (million US$)_36031,0.0002478181808818847
Threatened species (number)_10.9,0.0002474341912483233
Threatened species (number)_53.4,0.00024737419721717127
Education: Primary gross enrol ratio (f/m per 100 pop)_94.3/94.4,0.00024730986488563465
Education: Secondary gross enrol ratio (f/m per 100 pop)_110.3/103.4,0.0002472180943614806
Refugees and others of concern to UNHCR (in thousands)_2739.4,0.00024664419544332474
Education: Secondary gross enrol ratio (f/m per 100 pop)_133.6/141.3,0.0002466390945462077
International migrant stock (000/% of total pop)_71.8/2.1,0.00024643920404411585
Infant mortality rate (per 1000 live births_68.6,0.00024601695089731726
Threatened species (number)_72.1,0.00024597751962251703
"Pop using improved drinking water (urban/rural, %)_79.9/71.0",0.0002454276146519142
Threatened species (number)_40.4,0.0002451358443614148
Refugees and others of concern to UNHCR (in thousands)_5.0,0.00024506760257580226
Energy supply per capita (Gigajoules)_66.7/56.9,0.0002449959555029832
"Population age distribution (0-14 / 60+ years, %)_39.9/4.6",0.00024458521266142093
"Pop using improved drinking water (urban/rural, %)_95.2/92.3",0.00024455919638743836
Refugees and others of concern to UNHCR (in thousands)_1644.8,0.0002443579550625941
International trade: Exports (million US$)_5688,0.00024434979632373356
Education: Tertiary gross enrol ratio (f/m per 100 pop)_96.7/71.6,0.0002439094086445303
International trade: Exports (million US$)_23,0.00024383268534665804
Refugees and others of concern to UNHCR (in thousands)_1513.1,0.00024318322241955855
International migrant stock (000/% of total pop)_196.2/16.8,0.00024317876165667266
Refugees and others of concern to UNHCR (in thousands)_274.1,0.00024283346349937213
International migrant stock (000/% of total pop)_517.0/3.7,0.00024267541004517883
"Pop using improved drinking water (urban/rural, %)_66.4/42.6",0.000242319664382
International migrant stock (000/% of total pop)_130.7/6.3,0.00024223747243323497
Education: Secondary gross enrol ratio (f/m per 100 pop)_34.4/35.9,0.0002418437493875779
Energy supply per capita (Gigajoules)_99.7/87.9,0.00024173774682661794
International trade: Exports (million US$)_3747,0.00024160366968886023
International migrant stock (000/% of total pop)_204.4/3.4,0.00024151063791680256
International trade: Exports (million US$)_161248,0.0002413397466374799
Education: Secondary gross enrol ratio (f/m per 100 pop)_63.5/74.4,0.0002413115119541402
Threatened species (number)_1.6,0.00024126217727555628
International trade: Exports (million US$)_182329,0.00024092957987081437
Education: Secondary gross enrol ratio (f/m per 100 pop)_99.8/101.2,0.0002407384735263434
Education: Primary gross enrol ratio (f/m per 100 pop)_96.7/97.7,0.0002389181026064686
Energy supply per capita (Gigajoules)_94.7/77.8,0.00023828077236040448
International trade: Exports (million US$)_27947,0.00023804969055739257
"Pop using improved drinking water (urban/rural, %)_48.3/30.9",0.00023800753256498973
"Population age distribution (0-14 / 60+ years, %)_23.8/11.7",0.0002377121030204398
Education: Primary gross enrol ratio (f/m per 100 pop)_99.3/99.3,0.00023751439558142808
Education: Tertiary gross enrol ratio (f/m per 100 pop)_16.8/15.8,0.0002374894025333067
Agricultural production index (2004-2006=100)_114,0.0002369299030277743
International migrant stock (000/% of total pop)_1199.1/0.7,0.00023674613379088842
Energy supply per capita (Gigajoules)_95.7/89.1,0.00023665721423620252
"Pop using improved drinking water (urban/rural, %)_33.6/19.2",0.0002365466139097091
International migrant stock (000/% of total pop)_39.5/0.4,0.00023623869751067912
Education: Primary gross enrol ratio (f/m per 100 pop)_60.9/68.6,0.0002359475011332061
Infant mortality rate (per 1000 live births_8.8,0.00023571477353009868
Education: Primary gross enrol ratio (f/m per 100 pop)_111.7/106.3,0.00023565540562265892
"Population age distribution (0-14 / 60+ years, %)_42.8/4.3",0.00023565009927361546
Infant mortality rate (per 1000 live births_45.8,0.0002356281252179
"Pop using improved drinking water (urban/rural, %)_87.0/80.7",0.00023546474130954235
Agricultural production index (2004-2006=100)_160,0.00023488910952966852
Agricultural production index (2004-2006=100)_85,0.00023466365657644715
Threatened species (number)_51.4,0.00023454840331970202
International trade: Exports (million US$)_144490,0.00023444368119358833
"Pop using improved drinking water (urban/rural, %)_94.4/69.7",0.00023442184281511675
Refugees and others of concern to UNHCR (in thousands)_94.7,0.00023421380209909457
"Population age distribution (0-14 / 60+ years, %)_29.3/9.4",0.00023379615065071487
International trade: Exports (million US$)_4039,0.00023357432876073726
"Population age distribution (0-14 / 60+ years, %)_41.8/4.9",0.00023325440482412744
Infant mortality rate (per 1000 live births_17.0,0.00023323963340980664
International trade: Exports (million US$)_517,0.00023317998756074637
Education: Secondary gross enrol ratio (f/m per 100 pop)_125.3/132.6,0.00023306598719325376
Threatened species (number)_74.1,0.00023257267140091488
Refugees and others of concern to UNHCR (in thousands)_4.2,0.00023242646905568282
Agricultural production index (2004-2006=100)_89,0.00023220737267424873
International trade: Exports (million US$)_929,0.00023217717397918257
"Pop using improved drinking water (urban/rural, %)_92.5/34.1",0.00023190626596883803
Education: Secondary gross enrol ratio (f/m per 100 pop)_74.5/73.5,0.00023180248584085613
Energy supply per capita (Gigajoules)_80.8/57.3,0.00023155439476701164
Infant mortality rate (per 1000 live births_33.2,0.00023107580162521658
Education: Tertiary gross enrol ratio (f/m per 100 pop)_80.2/104.8,0.00023103350070903216
International migrant stock (000/% of total pop)_4.6/4.2,0.0002309077012088399
Education: Secondary gross enrol ratio (f/m per 100 pop)_31.1/33.8,0.00023071726612203282
International trade: Exports (million US$)_1797,0.00023038471517034271
Education: Primary gross enrol ratio (f/m per 100 pop)_88.3/96.6,0.00023035691584077038
Education: Primary gross enrol ratio (f/m per 100 pop)_112.2/117.7,0.00023034637679110706
International trade: Exports (million US$)_14852,0.00023002619278788606
"Pop using improved drinking water (urban/rural, %)_18.0/8.7",0.000228968011482519
International trade: Exports (million US$)_570,0.00022862981683364876
Education: Secondary gross enrol ratio (f/m per 100 pop)_84.8/85.5,0.00022831161810487916
"Pop using improved drinking water (urban/rural, %)_97.5/98.5",0.00022789105053882598
Education: Primary gross enrol ratio (f/m per 100 pop)_108.7/107.3,0.00022772997451941176
"Pop using improved drinking water (urban/rural, %)_98.0/98.0",0.00022758217188799035
"Pop using improved drinking water (urban/rural, %)_98.0/92.2",0.00022756038613003896
Agricultural production index (2004-2006=100)_103,0.0002274416858339441
"Population age distribution (0-14 / 60+ years, %)_17.6/21.1",0.00022738592841716517
Education: Tertiary gross enrol ratio (f/m per 100 pop)_25.7/22.9,0.00022737722117137995
Infant mortality rate (per 1000 live births_28.1,0.00022729467495017985
International migrant stock (000/% of total pop)_211.9/0.2,0.0002272886968909743
International trade: Exports (million US$)_260327,0.00022708801064045194
Education: Tertiary gross enrol ratio (f/m per 100 pop)_45.7/39.5,0.00022708777719189315
International trade: Exports (million US$)_1990,0.0002264973787817081
Agricultural production index (2004-2006=100)_116,0.00022625572192040138
Refugees and others of concern to UNHCR (in thousands)_3619.6,0.0002260860070386603
Education: Tertiary gross enrol ratio (f/m per 100 pop)_97.9/84.5,0.00022584721935258917
International trade: Exports (million US$)_16,0.00022583787320267502
Infant mortality rate (per 1000 live births_2.9,0.0002257953789211295
Infant mortality rate (per 1000 live births_18.5,0.00022573633106703287
International migrant stock (000/% of total pop)_824.1/6.7,0.00022556488526521024
"Pop using improved drinking water (urban/rural, %)_98.0/98.3",0.00022549007218307428
Refugees and others of concern to UNHCR (in thousands)_2.9,0.00022472430292960906
"Population age distribution (0-14 / 60+ years, %)_31.8/7.6",0.00022467946032925085
Energy supply per capita (Gigajoules)_98.9/93.6,0.00022419129068625222
Education: Secondary gross enrol ratio (f/m per 100 pop)_96.3/95.9,0.00022396087547183887
Education: Secondary gross enrol ratio (f/m per 100 pop)_119.9/113.4,0.00022392295164902156
Region_Eastern Asia,0.0002237821953946182
Education: Tertiary gross enrol ratio (f/m per 100 pop)_30.5/27.7,0.00022364734030752822
Education: Primary gross enrol ratio (f/m per 100 pop)_103.2/105.8,0.00022312203319589267
"Population age distribution (0-14 / 60+ years, %)_27.8/9.4",0.00022304058458135593
Refugees and others of concern to UNHCR (in thousands)_24.0,0.00022287066225714012
International trade: Exports (million US$)_176632,0.00022254165516968853
Infant mortality rate (per 1000 live births_10.9,0.0002224292555580202
Agricultural production index (2004-2006=100)_127,0.00022211919668000887
"Pop using improved drinking water (urban/rural, %)_97.2/82.6",0.00022189454250704177
Education: Secondary gross enrol ratio (f/m per 100 pop)_61.1/63.1,0.0002212637014985752
Education: Primary gross enrol ratio (f/m per 100 pop)_105.0/100.0,0.00022109273693730894
International migrant stock (000/% of total pop)_1327.3/2.6,0.00022075802360701363
International migrant stock (000/% of total pop)_13.3/0.1,0.00022042959650458505
Threatened species (number)_52.4,0.00022004455786064515
"Pop using improved drinking water (urban/rural, %)_81.6/54.3",0.0002198828999944199
Education: Primary gross enrol ratio (f/m per 100 pop)_94.9/100.1,0.00021984716202703506
Education: Secondary gross enrol ratio (f/m per 100 pop)_94.2/90.0,0.00021953297505157378
Energy supply per capita (Gigajoules)_100.0/69.1,0.00021930912312938524
Threatened species (number)_13.4,0.00021912299798493173
Refugees and others of concern to UNHCR (in thousands)_1168.4,0.00021892954289460157
International trade: Exports (million US$)_13204,0.0002176554678680943
Education: Primary gross enrol ratio (f/m per 100 pop)_147.0/144.0,0.00021764771402399391
Infant mortality rate (per 1000 live births_46.9,0.00021757803771468452
Education: Tertiary gross enrol ratio (f/m per 100 pop)_25.4/18.8,0.00021732648119998936
Refugees and others of concern to UNHCR (in thousands)_721.4,0.00021671421050273087
"Pop using improved drinking water (urban/rural, %)_43.4/31.5",0.00021646482335183106
"Population age distribution (0-14 / 60+ years, %)_41.8/5.3",0.00021635776648724545
International trade: Exports (million US$)_2851,0.00021577498059634884
International migrant stock (000/% of total pop)_46627.1/14.5,0.00021563411219787212
Education: Tertiary gross enrol ratio (f/m per 100 pop)_69.4/51.1,0.000215510494517624
Energy supply per capita (Gigajoules)_98.8/60.3,0.00021514140559149262
International trade: Exports (million US$)_9143,0.00021404525806999184
Education: Tertiary gross enrol ratio (f/m per 100 pop)_82.9/65.4,0.00021375161342508837
"Population age distribution (0-14 / 60+ years, %)_35.9/6.1",0.00021368214422528734
International trade: Exports (million US$)_4576,0.000213331740194327
Education: Primary gross enrol ratio (f/m per 100 pop)_89.1/98.5,0.0002126661625055149
Education: Primary gross enrol ratio (f/m per 100 pop)_78.2/80.0,0.00021255802389642597
Agricultural production index (2004-2006=100)_132,0.00021225351995316394
International migrant stock (000/% of total pop)_25.8/0.3,0.00021174239248739337
International trade: Exports (million US$)_20534,0.00021171534899006435
Threatened species (number)_1.2,0.00021142302042799886
Education: Secondary gross enrol ratio (f/m per 100 pop)_30.8/33.7,0.00021133524544668841
International migrant stock (000/% of total pop)_2.4/1.3,0.00021108572961435465
Threatened species (number)_29.5,0.00021102459058231895
Agricultural production index (2004-2006=100)_125,0.00021094659021719965
Education: Secondary gross enrol ratio (f/m per 100 pop)_101.1/103.8,0.00021075821750122422
International trade: Exports (million US$)_648,0.00021062925336932914
Education: Secondary gross enrol ratio (f/m per 100 pop)_113.5/110.6,0.00021051057058482363
Energy supply per capita (Gigajoules)_97.0/67.3,0.00021033875206744512
International migrant stock (000/% of total pop)_1084.4/2.4,0.00021031645574523305
Education: Tertiary gross enrol ratio (f/m per 100 pop)_27.5/23.6,0.00021006916422753653
"Pop using improved drinking water (urban/rural, %)_92.2/63.3",0.0002099756465145977
Education: Secondary gross enrol ratio (f/m per 100 pop)_95.6/93.2,0.00020985792096440457
International trade: Exports (million US$)_373883,0.0002095722852150308
Threatened species (number)_13.5,0.00020950776325779627
"Population age distribution (0-14 / 60+ years, %)_36.7/5.5",0.00020921114086397787
Energy supply per capita (Gigajoules)_97.7/88.6,0.0002088875916166881
Education: Primary gross enrol ratio (f/m per 100 pop)_102.1/102.8,0.00020866021446200493
Education: Tertiary gross enrol ratio (f/m per 100 pop)_79.2/55.5,0.00020850352963517138
Energy supply per capita (Gigajoules)_96.8/73.8,0.00020848180986802052
Education: Tertiary gross enrol ratio (f/m per 100 pop)_3.7/13.3,0.00020847013245194068
"Pop using improved drinking water (urban/rural, %)_69.6/60.5",0.00020829380428096414
"Pop using improved drinking water (urban/rural, %)_47.3/39.8",0.00020814807625585839
Education: Tertiary gross enrol ratio (f/m per 100 pop)_0.9/2.6,0.00020800955813835652
Refugees and others of concern to UNHCR (in thousands)_41.1,0.00020761455008817868
Education: Tertiary gross enrol ratio (f/m per 100 pop)_47.4/35.3,0.00020707204622186036
Education: Tertiary gross enrol ratio (f/m per 100 pop)_3.8/7.3,0.00020630350632142396
"Population age distribution (0-14 / 60+ years, %)_31.6/7.0",0.00020622660220706912
International migrant stock (000/% of total pop)_106.8/0.4,0.00020619494327463842
Infant mortality rate (per 1000 live births_36.5,0.00020614736342796855
International migrant stock (000/% of total pop)_245.4/2.3,0.00020595094450265764
International trade: Exports (million US$)_36775,0.00020513373891045951
Education: Secondary gross enrol ratio (f/m per 100 pop)_90.9/71.7,0.0002049593686707851
"Population age distribution (0-14 / 60+ years, %)_31.6/9.5",0.00020452521348249657
Refugees and others of concern to UNHCR (in thousands)_1.4,0.00020429004315629102
"Population age distribution (0-14 / 60+ years, %)_29.0/8.6",0.00020416012276028704
Infant mortality rate (per 1000 live births_65.7,0.0002041095080600006
International trade: Exports (million US$)_1265,0.00020408925460000077
"Population age distribution (0-14 / 60+ years, %)_22.7/13.6",0.00020402644964447533
"Pop using improved drinking water (urban/rural, %)_93.9/92.6",0.00020372410170800252
Education: Primary gross enrol ratio (f/m per 100 pop)_99.9/99.6,0.00020366288675383937
International trade: Exports (million US$)_57326,0.00020366195026141318
Education: Tertiary gross enrol ratio (f/m per 100 pop)_47.3/39.9,0.00020344163252417446
Education: Secondary gross enrol ratio (f/m per 100 pop)_89.0/88.1,0.00020338387536125195
"Pop using improved drinking water (urban/rural, %)_87.8/67.1",0.00020323364335911434
Education: Tertiary gross enrol ratio (f/m per 100 pop)_59.3/42.4,0.00020308248375465799
International migrant stock (000/% of total pop)_3629.0/1.9,0.00020243365451380645
Education: Primary gross enrol ratio (f/m per 100 pop)_96.8/90.1,0.00020189623306619272
Education: Secondary gross enrol ratio (f/m per 100 pop)_121.0/116.3,0.00020185891084114683
Education: Primary gross enrol ratio (f/m per 100 pop)_92.8/94.5,0.00020184023286675366
"Pop using improved drinking water (urban/rural, %)_94.5/56.0",0.0002012254700127712
Education: Tertiary gross enrol ratio (f/m per 100 pop)_94.4/83.0,0.00020119262699397236
Infant mortality rate (per 1000 live births_6.2,0.0002009499826937887
Education: Tertiary gross enrol ratio (f/m per 100 pop)_88.4/76.5,0.000200788119642257
Infant mortality rate (per 1000 live births_39.4,0.00020058088558585853
"Pop using improved drinking water (urban/rural, %)_79.9/84.1",0.0002005191577867029
"Population age distribution (0-14 / 60+ years, %)_23.0/8.0",0.00020003688611311348
Refugees and others of concern to UNHCR (in thousands)_256.5,0.00019991239088065118
"Population age distribution (0-14 / 60+ years, %)_15.3/24.9",0.00019979192074254668
Education: Secondary gross enrol ratio (f/m per 100 pop)_77.0/64.8,0.00019966331781100772
International trade: Exports (million US$)_24455,0.00019934573681303907
Threatened species (number)_30.7,0.0001992334409653152
"Pop using improved drinking water (urban/rural, %)_88.1/96.7",0.00019922540183297947
Infant mortality rate (per 1000 live births_16.5,0.00019888855448662996
International migrant stock (000/% of total pop)_202.3/15.4,0.00019880502243179249
Threatened species (number)_34.8,0.00019865002613494634
International migrant stock (000/% of total pop)_2011.7/24.9,0.0001986294824214964
Education: Secondary gross enrol ratio (f/m per 100 pop)_63.3/67.9,0.00019834470980662774
Education: Primary gross enrol ratio (f/m per 100 pop)_111.6/117.7,0.00019833228153256992
Agricultural production index (2004-2006=100)_139,0.00019825208615674282
International migrant stock (000/% of total pop)_42.0/0.7,0.00019813788482418972
Education: Secondary gross enrol ratio (f/m per 100 pop)_92.0/92.5,0.0001979668355012262
"Pop using improved drinking water (urban/rural, %)_27.2/28.2",0.0001978789996177216
Education: Secondary gross enrol ratio (f/m per 100 pop)_88.9/89.4,0.00019772960468412233
Threatened species (number)_37.2,0.00019771654704669472
International trade: Exports (million US$)_22507,0.0001975319621100499
Education: Primary gross enrol ratio (f/m per 100 pop)_104.8/106.5,0.00019694718733512088
Education: Tertiary gross enrol ratio (f/m per 100 pop)_106.3/75.4,0.00019687587992726173
"Pop using improved drinking water (urban/rural, %)_99.8/100.0",0.00019572647907345882
Education: Tertiary gross enrol ratio (f/m per 100 pop)_107.2/52.6,0.00019478657760220626
International trade: Exports (million US$)_30,0.00019477439856126517
Infant mortality rate (per 1000 live births_93.5,0.000194721574407797
Threatened species (number)_32.0,0.00019469521636572448
International trade: Exports (million US$)_3352,0.00019468313805706883
International trade: Exports (million US$)_100,0.0001939731741589259
Agricultural production index (2004-2006=100)_144,0.0001936440429573117
International migrant stock (000/% of total pop)_441.5/3.8,0.00019350862256828195
International trade: Exports (million US$)_1724,0.00019315430684147753
International migrant stock (000/% of total pop)_31.6/2.5,0.00019258410438091056
"Pop using improved drinking water (urban/rural, %)_97.3/94.7",0.00019254203881372686
Infant mortality rate (per 1000 live births_3.0,0.0001923407178407706
Education: Primary gross enrol ratio (f/m per 100 pop)_97.6/97.1,0.00019231338792159833
"Population age distribution (0-14 / 60+ years, %)_27.4/10.4",0.00019204425564050393
International migrant stock (000/% of total pop)_5241.0/0.4,0.0001920041942448855
International migrant stock (000/% of total pop)_38.7/0.2,0.00019192987396434176
"Pop using improved drinking water (urban/rural, %)_45.1/27.0",0.0001919024047843228
Infant mortality rate (per 1000 live births_70.0,0.00019180015070720285
"Population age distribution (0-14 / 60+ years, %)_14.4/26.1",0.00019165355959500834
Energy supply per capita (Gigajoules)_80.6/37.0,0.00019138645259026346
Refugees and others of concern to UNHCR (in thousands)_17.6,0.00019115070757684226
Education: Tertiary gross enrol ratio (f/m per 100 pop)_46.8/37.5,0.00019095267178032132
Threatened species (number)_56.3,0.00019008856034095513
Energy supply per capita (Gigajoules)_97.4/83.8,0.00018952307297035836
Infant mortality rate (per 1000 live births_18.6,0.000189386167640674
Energy supply per capita (Gigajoules)_94.2/79.5,0.00018908427410609972
Education: Primary gross enrol ratio (f/m per 100 pop)_99.1/100.8,0.00018901935042782967
"Pop using improved drinking water (urban/rural, %)_88.6/22.5",0.0001890110104291369
Education: Primary gross enrol ratio (f/m per 100 pop)_72.1/79.3,0.00018899763716005594
International trade: Exports (million US$)_129315,0.00018896656479872712
Threatened species (number)_28.2,0.0001888123555855931
"Pop using improved drinking water (urban/rural, %)_31.2/29.7",0.00018796448238772952
Education: Secondary gross enrol ratio (f/m per 100 pop)_22.7/35.1,0.00018777725226720658
"Pop using improved drinking water (urban/rural, %)_63.1/56.0",0.00018767424191890616
Infant mortality rate (per 1000 live births_67.7,0.00018764417162007578
Infant mortality rate (per 1000 live births_36.4,0.00018752386166253162
Infant mortality rate (per 1000 live births_31.3,0.00018750982144550944
International migrant stock (000/% of total pop)_22.2/0.3,0.0001872048676144112
Education: Tertiary gross enrol ratio (f/m per 100 pop)_28.9/28.8,0.0001866444813817009
International migrant stock (000/% of total pop)_249.3/44.0,0.00018648352517230417
Education: Secondary gross enrol ratio (f/m per 100 pop)_103.6/82.0,0.00018641075376062005
Infant mortality rate (per 1000 live births_9.8,0.00018608670646600087
Education: Tertiary gross enrol ratio (f/m per 100 pop)_88.3/101.0,0.00018606218439223992
Education: Tertiary gross enrol ratio (f/m per 100 pop)_84.8/55.4,0.00018587502843954096
Refugees and others of concern to UNHCR (in thousands)_8.8,0.0001858226595007332
International migrant stock (000/% of total pop)_978.0/0.1,0.00018577945958147516
Refugees and others of concern to UNHCR (in thousands)_99.8,0.00018532104362650056
"Population age distribution (0-14 / 60+ years, %)_44.8/4.8",0.00018504532744827604
Education: Secondary gross enrol ratio (f/m per 100 pop)_81.7/74.1,0.00018479691159224674
International trade: Exports (million US$)_7221,0.0001845176767652454
Education: Tertiary gross enrol ratio (f/m per 100 pop)_46.9/41.6,0.00018418240248659735
Agricultural production index (2004-2006=100)_109,0.00018415151025782972
Agricultural production index (2004-2006=100)_148,0.00018411306683347874
"Population age distribution (0-14 / 60+ years, %)_19.2/20.8",0.00018395612263557011
Education: Secondary gross enrol ratio (f/m per 100 pop)_101.5/94.8,0.00018376840055653313
Education: Primary gross enrol ratio (f/m per 100 pop)_99.2/106.1,0.00018362226843605237
International migrant stock (000/% of total pop)_405.1/3.8,0.00018353886945004537
Infant mortality rate (per 1000 live births_29.9,0.00018349626154396095
International trade: Exports (million US$)_6964,0.0001833279957231527
Energy supply per capita (Gigajoules)_98.9/100.0,0.00018288207532267587
Education: Secondary gross enrol ratio (f/m per 100 pop)_29.5/31.7,0.0001825884787194173
Threatened species (number)_61.5,0.00018248838344838672
Energy supply per capita (Gigajoules)_97.5/75.8,0.00018242271533404553
International trade: Exports (million US$)_1881,0.00018241432477868053
International migrant stock (000/% of total pop)_353.9/1.0,0.00018200756972743947
Infant mortality rate (per 1000 live births_40.8,0.00018139428914864118
Education: Tertiary gross enrol ratio (f/m per 100 pop)_43.0/30.1,0.00018134702809046666
Education: Tertiary gross enrol ratio (f/m per 100 pop)_103.1/60.2,0.00018038442000590404
International trade: Exports (million US$)_56313,0.00018027934392798157
